Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
goodies pour festival,48,48,70,58.03,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.4,4100000,"[0,0,0,0,0,0,0,100,0,100,100,100]",1582294618,"Image pack, Site links, Video Carousel"
bracelet silicone coupe du monde,32,32,40,80.97,0.00,http://www.atelierdugobelet.fr/fr/556-coupe-du-monde-2018,0,0,0.00,0,59,"[100,100,0,100,100,100,0,0,0,0,0,0]",1583970580,"Image pack, Reviews, AdWords bottom, Shopping ads"
bicchieri di plastica personalizzati,27,27,70,31.15,0.00,http://www.atelierdugobelet.fr/it/delai-j15/1069-bicchiere-personalizzate-25-cl-1-colore-d-10-giorni.html,0,0,0.00,0,3680000,"[0,0,0,0,0,100,0,0,100,0,0,0]",1583374885,"Image pack, Site links, Reviews, Video"
gobelet plastique maroc,18,18,50,58.57,0.00,http://www.atelierdugobelet.fr/fr/atelier-du-gobelet/12409-gobelet-coupe-du-monde-2018.html,0,0,0.00,0.67,84300,"[0,0,100,20,60,0,20,0,40,20,20,20]",1582942537,"Image pack, Reviews, Video, Shopping ads"
atelier grammage,93,93,140,65.69,0.00,http://www.atelierdugobelet.fr/fr/gobelet-en-carton/1609-gobelet-carton-20cl-sans-couvercle.html,0,0,0.00,0,560000,"[82,82,82,100,100,100,65,53,53,65,65,100]",1582311585,"Knowledge panel, Image pack, Site links, Reviews"
demande gilet jaune,28,28,140,90.33,0.00,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,0,4530000,"[100,32,5,7,7,3,1,1,1,1,1,3]",1583941668,"Image pack, Site links, Video, Video Carousel"
ccm espace client,44,44,140,70,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0,63,"[27,27,27,27,81,54,42,54,81,100,81,65]",1582284893,"Image pack, Site links, Reviews"
goblet transparent,81,81,50,77.84,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,9940000,"[14,57,14,14,14,14,14,14,100,14,14,29]",1583352145,"Image pack, Reviews, Shopping ads"
pichet a biere plastique,20,20,50,56.89,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.94,0,"[14,14,43,14,14,14,14,29,29,14,100,14]",1583204373,"Image pack, Reviews, Shopping ads"
plastique dur recyclable,34,34,50,77.82,0.68,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.16,1050000,"[25,50,50,25,25,50,25,25,100,25,25,25]",1583924446,"Image pack, Video Carousel, People also ask"
mug fabriqué en france,15,15,70,65.15,0.66,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,87500000,"[50,100,50,50,50,50,50,50,50,50,50,50]",1583945146,Reviews
impression photo sur plastique,65,65,50,74.5,1.13,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,41200000,"[100,25,25,25,25,75,25,50,25,25,25,25]",1583857713,"Site links, Reviews, Video Carousel"
vistaprint délai livraison,35,35,110,83.41,1.84,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.14,95,"[100,79,100,64,79,50,36,36,100,64,79,79]",1584001972,"Image pack, Reviews, Featured snippet, AdWords top"
gobelet en plastique rose,14,14,50,69.6,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,634000,"[14,14,14,14,14,57,29,100,14,0,14,14]",1582438847,"Image pack, Site links, Reviews, Video"
bracelet silicone unité,24,24,40,57.79,0.96,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,1,1100000,"[14,29,29,14,29,14,43,100,14,14,14,57]",1583938614,"Image pack, Site links, Reviews"
gilet jaune serigraphie,70,70,50,58.89,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,107000,"[20,20,20,20,20,20,40,100,20,20,20,20]",1584523459,"Image pack, Reviews"
foot 2019 coupe du monde,62,62,90,83.93,0.00,http://www.atelierdugobelet.fr/fr/575-coupe-du-monde-feminine-de-football-france-2019,0,0,0.00,0.24,83,"[0,0,0,0,0,0,0,57,29,100,14,14]",1582321008,"Knowledge panel, Site links, Video, Video Carousel, People also ask"
impression sur verre à boire,48,48,70,51.82,0.49,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,10300000,"[25,25,50,25,100,25,25,50,75,25,25,25]",1582782726,"Image pack, Site links, Reviews, Video Carousel"
gobelet jetable mariage,50,50,50,75.09,0.20,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,341000,"[44,44,100,11,22,56,33,56,11,11,22,11]",1584460670,"Local pack, Image pack, Site links, Reviews, Shopping ads"
verre bapteme personnalisé,31,31,70,64.34,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,91,"[33,67,33,100,33,33,33,33,33,33,33,33]",1583679887,"Image pack, Site links, Reviews"
bracelet plastique personnalisé pas cher,49,49,40,63.98,0.94,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,94,"[60,80,20,20,20,40,100,20,20,100,20,40]",1583099975,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
delai livraison vistaprint,18,18,140,82.61,1.99,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.15,75,"[82,100,82,82,100,41,65,82,65,82,100,65]",1584165172,"Image pack, Reviews, Featured snippet, AdWords top, FAQ"
verre personnalisé professionnel,18,18,90,59.55,0.79,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.98,2840000,"[14,71,14,14,29,14,43,100,57,57,29,14]",1583134761,"Image pack, Reviews"
tour de cou ecocup,7,7,50,63.59,0.50,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,1,97,"[80,80,20,40,60,20,60,20,20,20,100,20]",1583702120,"Image pack, Site links, Reviews"
tour de cou ecocup,6,6,50,63.59,0.50,http://www.atelierdugobelet.fr/fr/porte-gobelets/966-porte-gobelet-tour-de-cou-avec-notre-marque-le-moins-cher.html,0,0,0.00,1,97,"[80,80,20,40,60,20,60,20,20,20,100,20]",1583702120,"Image pack, Site links, Reviews"
stickers tissus,72,72,140,82.4,0.15,http://www.atelierdugobelet.fr/fr/badge-magnet/1288-badge-tissu-autocollant.html,0,0,0.00,1,3570000,"[82,65,100,100,82,65,65,82,82,82,100,100]",1582968167,"Image pack, Reviews, AdWords bottom, Shopping ads, Video Carousel"
photo sur verre a boire,40,40,50,76.95,0.33,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,14800000,"[100,64,9,9,27,9,9,82,18,9,9,100]",1582816778,"Image pack, Site links, Reviews, Video, Shopping ads"
gilet de chantier personnalisé,34,34,70,66.77,0.41,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,1,331000,"[100,25,25,25,50,25,75,50,25,25,75,25]",1582896961,"Image pack, Reviews, AdWords top, Shopping ads"
25 cl en l,96,99,3600,79.91,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,0,2160000000,"[82,82,66,82,66,55,66,66,82,82,82,100]",1584602274,"Instant answer, Reviews, People also ask"
fabricant de gobelet en carton,13,13,40,62.26,1.35,http://www.atelierdugobelet.fr/fr/397-gobelet-en-carton,0,0,0.00,1,100,"[50,75,25,25,25,25,50,100,25,100,25,50]",1583439832,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
verre personnalisé avec prenom,16,16,70,58.64,0.57,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,10700000,"[11,11,11,11,11,22,22,11,100,56,22,11]",1582722232,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
50cl 50cl,29,29,210,78.64,0.00,http://www.atelierdugobelet.fr/de/393-gobelets-reutilisable-50cl-60cl,0,0,0.00,0.14,8300000,"[81,81,100,65,100,100,100,81,81,81,81,54]",1583799799,Reviews
gobelet rouge plastique,54,54,90,76.63,0.27,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,921000,"[11,11,11,11,11,11,100,22,33,22,22,22]",1584086716,"Local pack, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
format badge,39,39,90,59.38,0.73,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,1,240000000,"[64,64,79,64,79,64,50,36,79,100,79,50]",1583438879,"Image pack, Reviews, Featured snippet, Shopping ads"
porte bierre,53,53,70,73.19,0.00,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,0.92,41000000,"[0,0,0,11,100,11,11,44,11,11,11,56]",1582462380,"Image pack, Reviews, Shopping ads, Video Carousel"
gobelet in english,50,50,90,80.26,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,85,"[100,57,14,14,14,71,14,14,14,14,14,14]",1583525330,"Instant answer, Image pack, Video"
gobelet plastique ecole maternelle,20,20,70,78.33,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,145000,"[0,0,0,0,0,0,100,29,14,71,14,71]",1584534859,"Image pack, Site links, Reviews"
empreinte mariage,35,35,170,78.03,0.21,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,4960000,"[22,22,28,44,53,81,100,100,53,34,22,28]",1583525373,"Image pack, Reviews, Shopping ads, Video Carousel"
gobelet plastique orange,29,29,40,73.18,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,2700000,"[33,33,100,67,33,33,33,33,33,33,67,33]",1584249519,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
photo de digitale,70,70,90,82.35,0.00,http://www.atelierdugobelet.fr/fr/delai-j10-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0,285000000,"[100,14,57,29,43,57,14,14,71,14,29,14]",1584161841,"Image pack, Reviews"
tour de cou vierge,86,86,40,63.18,1.50,http://www.atelierdugobelet.fr/fr/gobelets-25cl/622-gobelet-vierge-25cl.html,0,0,0.00,1,5240000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582633537,"Image pack, Reviews, AdWords bottom"
tap tap bracelet,98,98,50,65.88,0.57,http://www.atelierdugobelet.fr/it/produits-evenementiels/908-baton-gonflable-publicitaire-tap-tap.html,0,0,0.00,0.98,62200000,"[45,9,45,9,18,9,9,9,100,9,27,9]",1582676762,"Site links, Reviews, Video Carousel"
plastique écologique,61,61,140,80.44,0.85,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.99,32000000,"[42,54,42,81,42,27,27,54,81,81,65,100]",1584410938,"Image pack, Site links, Reviews, Video Carousel"
couleur j,42,42,50,83.47,0.00,http://www.atelierdugobelet.fr/fr/delai-j10-j15/1069-gobelets-personnalises-25-cl-impression-1-couleur-j10-jours-ouvres.html,0,0,0.00,0.14,378000000,"[50,50,50,50,50,50,50,50,50,50,50,100]",1583470374,"Image pack, Site links, Reviews, Video Carousel"
badge a personnalisé,50,50,140,65.91,0.74,http://www.atelierdugobelet.fr/fr/411-badge,0,0,0.00,1,3970000,"[81,43,81,100,100,43,24,52,67,52,52,67]",1583228725,"Local pack, Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet liberty,88,88,50,68.28,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,98,"[33,11,11,56,78,11,11,11,11,11,100,44]",1584522220,"Image pack, Reviews, Shopping ads"
badge bouton personnalisé,18,18,70,54.59,1.10,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1532-badge-rond-personnalise.html,0,0,0.00,1,2940000,"[57,29,14,14,29,71,29,43,14,14,100,43]",1582622425,"Image pack, Site links, Reviews, Video, AdWords bottom"
56mm,45,45,40,70.24,0.00,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/3350-badge-decapsuleur-o-56mm.html,0,0,0.00,0.57,21000000,"[14,14,14,14,14,43,14,29,14,100,14,43]",1583008528,"Image pack, Reviews, Shopping ads, Video Carousel"
recyclage goblet plastique,15,15,50,60.52,0.00,http://www.atelierdugobelet.fr/fr/content/13-le-recyclage-de-nos-gobelets-plastiques,0,0,0.00,0,70800,"[0,100,100,100,100,100,100,0,0,100,100,0]",1583719492,"Image pack, Site links, Reviews, Video Carousel"
cordon autour du cou,97,97,210,80.24,4.42,http://www.atelierdugobelet.fr/fr/414-cordons-tour-de-cou,0,0,0.00,0.11,8790000,"[65,81,81,65,81,81,81,100,100,100,100,81]",1584421325,"Image pack, Reviews, Video, FAQ"
impression mug,29,29,260,77.58,1.64,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,12600000,"[54,54,67,44,54,54,44,29,44,54,67,100]",1584028901,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
impression mug,28,28,260,77.58,1.64,http://www.atelierdugobelet.fr/fr/mug-personnalise/1111-mini-mug.html,0,0,0.00,1,12600000,"[54,54,67,44,54,54,44,29,44,54,67,100]",1584028901,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
60 cl,61,61,720,74.16,0.00,http://www.atelierdugobelet.fr/fr/393-gobelets-reutilisable-50cl-60cl,0,0,0.00,0.06,1560000000,"[100,45,37,45,37,30,37,37,55,68,55,68]",1584410520,"Instant answer, Reviews, People also ask"
que peut on faire avec des gobelets en plastique,32,32,90,76.57,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.1,2000000,"[25,25,25,25,100,25,25,25,100,25,50,25]",1584161990,"Reviews, Featured snippet, Video Carousel"
bracelet silicone personnalisé,74,74,590,63.4,1.76,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,1,975000,"[55,82,100,100,82,82,100,82,67,67,36,55]",1584619160,"Image pack, Site links, Reviews, FAQ"
gilet personnalise,99,99,50,66.03,0.40,http://www.atelierdugobelet.fr/fr/accessoire-vehicule/749-gilet-jaune-de-securite-publicitaire.html,0,0,0.00,1,15400000,"[14,14,57,100,71,14,71,29,14,14,29,14]",1583914155,"Local pack, Image pack, Site links, Reviews"
bracelet de controle,16,16,50,57.47,1.06,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/640-bracelet-de-controle-marquage-quadri.html,0,0,0.00,0.86,17500000,"[71,100,57,57,71,100,57,57,43,71,57,29]",1582913310,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
bracelet silicone vendu à l unité,17,17,50,54.18,0.00,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,0.38,56,"[43,14,14,14,0,14,14,0,100,14,100,29]",1582918395,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
cordon tour de cou,35,35,590,71.06,1.09,http://www.atelierdugobelet.fr/fr/414-cordons-tour-de-cou,0,0,0.00,1,2660000,"[67,67,55,67,55,67,100,100,82,67,55,67]",1584349279,"Image pack, Reviews, Video, FAQ"
commande ecocup personnalisé,4,4,40,62.5,0.63,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,93,"[0,0,0,0,0,0,33,100,33,33,33,33]",1584325598,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
bracelet taptap,77,77,260,69.82,0.39,http://www.atelierdugobelet.fr/it/produits-evenementiels/908-baton-gonflable-publicitaire-tap-tap.html,0,0,0.00,1,156000,"[4,2,2,3,2,3,100,30,16,25,13,45]",1584201738,"Image pack, Site links, Reviews, Video, Video Carousel"
verre à biere personnalisé professionnel,45,45,70,59.99,0.37,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,90,"[14,14,14,14,14,14,14,43,14,14,100,14]",1582622567,"Image pack, Reviews, Video, AdWords top, AdWords bottom"
recyclage verre plastique,41,41,70,70.79,0.98,http://www.atelierdugobelet.fr/fr/content/13-le-recyclage-de-nos-gobelets-plastiques,0,0,0.00,0.31,4190000,"[11,11,11,11,11,11,11,11,11,100,11,78]",1583169714,Image pack
porte badge rond,32,32,90,70.44,1.25,http://www.atelierdugobelet.fr/de/411-badge,0,0,0.00,1,2650000,"[14,14,43,57,29,43,29,57,100,14,71,14]",1583340299,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
bracelet avec vierge,58,58,90,59.91,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,1830000,"[0,0,0,0,0,0,25,25,25,100,50,25]",1582508288,"Image pack, Reviews, Shopping ads"
bracelets tisses,49,49,40,77.44,0.00,http://www.atelierdugobelet.fr/en/bracelets-textiles/1356-bracelets-textiles-tisses.html,0,0,0.00,0.83,9610000,"[11,11,11,11,100,44,11,22,11,11,11,22]",1584164074,"Image pack, Reviews, Shopping ads, Video Carousel"
tour de cou cordon,28,28,70,69.89,1.48,http://www.atelierdugobelet.fr/fr/414-cordons-tour-de-cou,0,0,0.00,1,2820000,"[56,78,44,78,56,44,78,100,100,56,56,44]",1583904513,"Image pack, Reviews, Video, AdWords bottom, Shopping ads"
mug plastique,35,35,170,73.03,0.27,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,4710000,"[65,42,65,42,65,65,81,100,65,81,100,100]",1584057720,"Image pack, Reviews"
halloween atelier,46,46,70,80.29,0.00,http://www.atelierdugobelet.fr/fr/gobelets-visuels-generiques/19896-gobelet-halloween.html,0,0,0.00,0,46000000,"[0,0,0,0,0,0,9,18,9,64,100,18]",1583737294,"Image pack, Site links, Video Carousel"
créer son bracelet en silicone,52,52,50,63.4,0.00,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,0,519000,"[40,20,20,20,20,0,20,40,20,100,20,0]",1583864938,"Image pack, Site links, Reviews, Video, Shopping ads"
modèle arbre à empreintes,42,42,50,70.72,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,86,"[25,25,75,100,25,25,25,50,50,50,25,25]",1584158616,"Image pack, Reviews, Video, Shopping ads"
arbre de mariage empreinte,21,21,40,69.77,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,3390000,"[100,50,50,50,100,100,50,50,50,50,50,50]",1584166763,"Image pack, Reviews, Shopping ads, Video Carousel"
décapsuleur personnalisé,75,75,880,68.7,0.84,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,1,275000,"[24,37,55,81,81,63,55,55,45,55,100,55]",1584421089,"Image pack, Reviews, Shopping ads"
tour de cou rigide pas cher,66,66,90,68.95,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,0,"[0,100,0,0,0,0,0,0,0,0,0,0]",1583220687,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
ballon baudruche personnalisé,31,31,140,63.97,0.78,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1667-ballon-de-baudruche-personnalise.html,0,0,0.00,1,163000,"[52,52,100,81,67,67,52,52,67,52,52,43]",1583140348,"Image pack, Site links, Reviews, Video, Video Carousel"
que faire avec des verres en plastique,12,12,50,77.71,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,47800000,"[100,78,11,11,78,11,11,22,44,11,11,22]",1583948091,"Reviews, Video, Featured snippet, Video Carousel"
plastiques recyclables,68,68,260,78.98,0.66,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.08,1110000,"[66,81,81,81,100,81,81,81,100,100,81,100]",1584165975,"Image pack, Reviews, Video Carousel, People also ask"
su richiesta,70,70,70,91.95,0.00,http://www.atelierdugobelet.fr/it/quantite-de-plus-de-2000-exemplaires/4690-gobelet-photo-impression-quadri-sup-a-5000ex.html,0,0,0.00,0,163000000,"[50,25,25,25,25,100,25,25,25,50,0,25]",1584083025,"Image pack, Site links, Reviews, Video"
photoimpression 3,65,65,50,81.98,0.00,http://www.atelierdugobelet.fr/de/delai-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0.48,1710000,"[33,33,67,33,100,33,33,33,67,33,100,33]",1583607907,"Image pack, Reviews, Video"
identification carte,87,87,50,63.68,0.00,http://www.atelierdugobelet.fr/fr/produits-evenementiels/56-carte-d-identification.html,0,0,0.00,0,141000000,"[20,20,60,40,60,20,20,100,100,60,20,20]",1582953584,"Image pack, Reviews, Video"
pichet en plastique pas cher,36,36,50,78.58,0.35,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.9,70,"[80,20,20,80,20,40,100,20,20,40,20,80]",1583665846,"Image pack, Reviews, Shopping ads"
gobelet à café avec couvercle,63,63,50,66.29,0.54,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,1,650000,"[25,25,100,75,25,100,25,25,25,25,25,25]",1582812239,"Image pack, Reviews, Shopping ads"
verre et plastique,16,16,590,78.39,0.53,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.16,48300000,"[55,44,55,67,55,67,55,82,82,100,67,82]",1584156962,"Image pack, Site links, Reviews, Video Carousel"
goodies personnalisés association,91,91,40,63.08,1.51,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.81,155000,"[0,14,14,57,100,14,14,14,14,14,29,43]",1584170019,"Site links, Reviews, FAQ"
verre biere personnalisé,39,39,390,68.57,0.54,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,186000,"[21,21,26,48,59,32,26,32,32,59,100,26]",1584374561,"Image pack, Reviews"
gobelet micro onde,38,38,70,78.95,0.00,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,0.97,212000,"[25,25,25,25,100,25,75,50,25,25,100,50]",1582447432,"Image pack, Reviews, Image, Video Carousel, People also ask"
gobelet green cup,44,44,390,72.05,0.40,http://www.atelierdugobelet.fr/en/reusable-ecological-cup,0,0,0.00,1,738000,"[54,81,67,100,100,100,100,81,67,54,54,67]",1584220586,"Knowledge panel, Image pack, Site links, Reviews, AdWords top, Video Carousel"
objet éphémère,92,92,40,66.01,0.10,http://www.atelierdugobelet.fr/fr/objet-personnalise-evenementiel/1113-tatouage-ephemere.html,0,0,0.00,0.06,4710000,"[24,14,5,5,5,5,10,5,5,52,100,81]",1582560407,"Knowledge panel, Image pack, Site links, Reviews, Video"
autocollant reutilisable,57,57,90,66.93,0.14,http://www.atelierdugobelet.fr/fr/badge-magnet/1288-badge-tissu-autocollant.html,0,0,0.00,0.99,1470000,"[50,50,50,50,50,50,50,100,100,50,100,50]",1582911583,"Image pack, Site links, Reviews, Video"
cup cafe reutilisable,87,87,40,77.45,0.16,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,332000,"[29,14,100,14,29,14,14,14,14,71,43,14]",1583565892,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
